"Player","Nation","Pos","Age","MP","Starts","Min","90s","Gls","Ast","G+A","G-PK","PK","PKatt","CrdY","CrdR","xG","npxG","xAG","npxG+xAG","PrgC","PrgP","PrgR","Gls_90","Ast_90","G+A_90","G-PK_90","G+A-PK_90","xG_90","xAG_90","xG+xAG_90","npxG_90","npxG+xAG_90","Team","AgeGroup","MP_norm","xG_norm","xAG_norm"
"Rodri","es ESP","MF",27,34,34,2931,32.6,8,9,17,8,0,0,8,1,4.1,4.1,3.9,8,76,376,55,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24,"Manchester City","Prime",0.891891891891892,0.14041095890411,0.330508474576271
"Phil Foden","eng ENG","FW,MF",23,35,33,2857,31.7,19,8,27,19,0,0,2,0,10.3,10.3,8.4,18.7,93,168,269,0.6,0.25,0.85,0.6,0.85,0.33,0.26,0.59,0.33,0.59,"Manchester City","Young",0.918918918918919,0.352739726027397,0.711864406779661
"Ederson","br BRA","GK",29,33,33,2785,30.9,0,0,0,0,0,0,5,0,0,0,0.1,0.1,0,4,0,0,0,0,0,0,0,0,0,0,0,"Manchester City","Prime",0.864864864864865,0,0.00847457627118644
"JuliÃ¡n Ãlvarez","ar ARG","MF,FW",23,36,31,2647,29.4,11,8,19,9,2,2,2,0,13,11.5,6.4,17.9,64,103,180,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,"Manchester City","Young",0.945945945945946,0.445205479452055,0.542372881355932
"Kyle Walker","eng ENG","DF",33,32,30,2767,30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3,74,157,172,0,0.13,0.13,0,0.13,0.01,0.09,0.1,0.01,0.1,"Manchester City","Veteran",0.837837837837838,0.0136986301369863,0.220338983050847
"Bernardo Silva","pt POR","MF,FW",28,33,29,2578,28.6,6,9,15,6,0,0,8,0,3.7,3.7,7.6,11.3,140,177,260,0.21,0.31,0.52,0.21,0.52,0.13,0.27,0.4,0.13,0.4,"Manchester City","Prime",0.864864864864865,0.126712328767123,0.644067796610169
"Erling Haaland","no NOR","FW",23,31,29,2552,28.4,27,5,32,20,7,8,1,0,29.2,22.9,4.3,27.2,35,26,126,0.95,0.18,1.13,0.71,0.88,1.03,0.15,1.18,0.81,0.96,"Manchester City","Young",0.810810810810811,1,0.364406779661017
"RÃºben Dias","pt POR","DF",26,30,28,2559,28.4,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.7,34,173,16,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,"Manchester City","Prime",0.783783783783784,0.0479452054794521,0.0254237288135593
"Manuel Akanji","ch SUI","DF,MF",28,30,28,2511,27.9,2,0,2,2,0,0,4,1,1.9,1.9,0.5,2.4,46,148,36,0.07,0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,"Manchester City","Prime",0.783783783783784,0.0650684931506849,0.0423728813559322
"JoÅ¡ko Gvardiol","hr CRO","DF",21,28,26,2328,25.9,4,1,5,4,0,0,3,0,3.1,3.1,1.4,4.5,63,136,115,0.15,0.04,0.19,0.15,0.19,0.12,0.06,0.18,0.12,0.18,"Manchester City","Young",0.72972972972973,0.106164383561644,0.11864406779661
"Nathan AkÃ©","nl NED","DF",28,29,24,2042,22.7,2,2,4,2,0,0,0,0,2.5,2.5,1.2,3.7,24,116,18,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,"Manchester City","Prime",0.756756756756757,0.0856164383561644,0.101694915254237
"Jeremy Doku","be BEL","FW,MF",21,29,18,1595,17.7,3,8,11,3,0,0,3,0,2.5,2.5,4.6,7.1,218,57,295,0.17,0.45,0.62,0.17,0.62,0.14,0.26,0.4,0.14,0.4,"Manchester City","Young",0.756756756756757,0.0856164383561644,0.389830508474576
"Mateo KovaÄiÄ‡","hr CRO","MF",29,30,16,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37,100,38,0.06,0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,"Manchester City","Prime",0.783783783783784,0.0445205479452055,0.135593220338983
"Kevin De Bruyne","be BEL","MF",32,18,15,1221,13.6,4,10,14,4,0,0,2,0,2.4,2.4,11.5,14,47,111,133,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,"Manchester City","Veteran",0.459459459459459,0.0821917808219178,0.974576271186441
"Jack Grealish","eng ENG","FW,MF",27,20,10,1009,11.2,3,1,4,3,0,0,6,0,2.1,2.1,2.5,4.6,87,50,146,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41,"Manchester City","Prime",0.513513513513513,0.0719178082191781,0.211864406779661
"Rico Lewis","eng ENG","DF,MF",18,16,8,809,9,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21,33,46,0.22,0,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,"Manchester City","Young",0.405405405405405,0.0205479452054795,0.0932203389830508
"Matheus Nunes","pt POR","MF",24,17,7,661,7.3,0,2,2,0,0,0,0,0,0.8,0.8,1.1,2,28,34,58,0,0.27,0.27,0,0.27,0.11,0.15,0.27,0.11,0.27,"Manchester City","Prime",0.432432432432432,0.0273972602739726,0.0932203389830508
"Stefan Ortega","de GER","GK",30,9,5,635,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manchester City","Prime",0.216216216216216,0,0
"Oscar Bobb","no NOR","FW,MF",20,14,2,302,3.4,1,1,2,1,0,0,0,0,1.4,1.4,1.2,2.6,13,25,38,0.3,0.3,0.6,0.3,0.6,0.41,0.37,0.78,0.41,0.78,"Manchester City","Young",0.351351351351351,0.0479452054794521,0.101694915254237
"Kalvin Phillips","eng ENG","MF",27,4,0,93,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,7,7,3,0,0,0,0,0,0.07,0,0.07,0.07,0.07,"Manchester City","Prime",0.0810810810810811,0.00342465753424658,0
"Sergio GÃ³mez","es ESP","FW,MF",22,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4,2,4,0,1.7,1.7,0,1.7,0.41,0.31,0.73,0.41,0.73,"Manchester City","Young",0.135135135135135,0.00684931506849315,0.0169491525423729
"Aymeric Laporte","es ESP","DF",29,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.27,0.27,0.27,"Manchester City","Prime",0,0,0
"Cole Palmer","eng ENG","MF",21,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manchester City","Young",0,0,0
"James Mcatee","eng ENG","MF",20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Manchester City","Young",0,0,0
"Virgil van Dijk","nl NED","DF",25.57712305026,36,36,3177,35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32,200,7,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,"Liverpool","Prime",0.945945945945946,0.0958904109589041,0.135593220338983
"Luis DÃ­az","co COL","FW",26,37,32,2629,29.2,8,5,13,8,0,0,3,0,11.9,11.9,5.7,17.5,137,113,302,0.27,0.17,0.45,0.27,0.45,0.41,0.19,0.6,0.41,0.6,"Liverpool","Prime",0.972972972972973,0.407534246575342,0.483050847457627
"Alexis Mac Allister","ar ARG","MF",24,33,31,2599,28.9,5,5,10,4,1,1,7,1,3.7,2.9,3.6,6.4,44,209,48,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.1,0.22,"Liverpool","Prime",0.864864864864865,0.126712328767123,0.305084745762712
"Mohamed Salah","eg EGY","FW",31,32,28,2534,28.2,18,10,28,13,5,7,2,0,21.2,15.5,11.8,27.3,98,147,341,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97,"Liverpool","Veteran",0.837837837837838,0.726027397260274,1
"Alisson","br BRA","GK",30,28,28,2520,28,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"Liverpool","Prime",0.72972972972973,0,0
"Trent Alexander-Arnold","eng ENG","DF",24,28,25,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,7.2,9.5,45,205,97,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,"Liverpool","Prime",0.72972972972973,0.089041095890411,0.610169491525424
"Dominik Szoboszlai","hu HUN","MF",22,33,25,2104,23.4,3,2,5,3,0,0,1,0,3.7,3.7,5.8,9.5,75,152,160,0.13,0.09,0.21,0.13,0.21,0.16,0.25,0.4,0.16,0.4,"Liverpool","Young",0.864864864864865,0.126712328767123,0.491525423728814
"Darwin NÃºÃ±ez","uy URU","FW",24,36,22,2047,22.7,11,8,19,11,0,1,9,0,16.3,15.5,6,21.5,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,"Liverpool","Prime",0.945945945945946,0.558219178082192,0.508474576271186
"Wataru Endo","jp JPN","MF",30,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,0.5,1.7,2.3,10,101,21,0.05,0,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12,"Liverpool","Prime",0.756756756756757,0.0171232876712329,0.144067796610169
"Andrew Robertson","sct SCO","DF",29,23,18,1693,18.8,3,2,5,3,0,0,2,0,1.9,1.9,5.4,7.3,63,140,130,0.16,0.11,0.27,0.16,0.27,0.1,0.29,0.39,0.1,0.39,"Liverpool","Prime",0.594594594594595,0.0650684931506849,0.457627118644068
"Joe Gomez","eng ENG","DF",26,32,17,1786,19.8,0,1,1,0,0,0,5,0,0.8,0.8,1.3,2.1,44,100,105,0,0.05,0.05,0,0.05,0.04,0.07,0.1,0.04,0.1,"Liverpool","Prime",0.837837837837838,0.0273972602739726,0.110169491525424
"Cody Gakpo","nl NED","FW,MF",24,35,17,1649,18.3,8,5,13,8,0,0,1,0,9,9,2.9,11.8,43,83,130,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64,"Liverpool","Prime",0.918918918918919,0.308219178082192,0.245762711864407
"Ibrahima KonatÃ©","fr FRA","DF",24,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24,118,3,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,"Liverpool","Prime",0.567567567567568,0.023972602739726,0.0338983050847458
"Curtis Jones","eng ENG","MF",22,23,14,1167,13,1,1,2,1,0,0,3,1,2.6,2.6,0.7,3.3,31,74,88,0.08,0.08,0.15,0.08,0.15,0.2,0.05,0.25,0.2,0.25,"Liverpool","Young",0.594594594594595,0.089041095890411,0.0593220338983051
"Diogo Jota","pt POR","FW",26,21,14,1145,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,"Liverpool","Prime",0.540540540540541,0.181506849315068,0.279661016949153
"Jarell Quansah","eng ENG","DF",20,17,13,1190,13.2,2,0,2,2,0,0,1,0,1,1,0.1,1.1,13,67,1,0.15,0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,"Liverpool","Young",0.432432432432432,0.0342465753424658,0.00847457627118644
"Ryan Gravenberch","nl NED","MF",21,26,12,1121,12.5,1,0,1,1,0,0,0,0,2,2,0.9,2.9,39,78,71,0.08,0,0.08,0.08,0.08,0.16,0.07,0.23,0.16,0.23,"Liverpool","Young",0.675675675675676,0.0684931506849315,0.076271186440678
"Harvey Elliott","eng ENG","MF,FW",20,34,11,1352,15,3,6,9,3,0,0,2,0,2.7,2.7,3.5,6.2,44,128,122,0.2,0.4,0.6,0.2,0.6,0.18,0.23,0.42,0.18,0.42,"Liverpool","Young",0.891891891891892,0.0924657534246575,0.296610169491525
"CaoimhÃ­n Kelleher","ie IRL","GK",24,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Liverpool","Prime",0.243243243243243,0,0
"Conor Bradley","nir NIR","DF",20,11,10,753,8.4,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,35,29,64,0.12,0.36,0.48,0.12,0.48,0.1,0.17,0.28,0.1,0.28,"Liverpool","Young",0.27027027027027,0.0308219178082192,0.127118644067797
"JoÃ«l Matip","cm CMR","DF",31,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0,0,0,0,0,0.06,0.01,0.06,0.06,0.06,"Liverpool","Veteran",0.243243243243243,0.0171232876712329,0.00847457627118644
"Kostas Tsimikas","gr GRE","DF",27,13,8,679,7.5,0,3,3,0,0,0,0,0,0.1,0.1,1,1.1,24,31,73,0,0.4,0.4,0,0.4,0.01,0.14,0.15,0.01,0.15,"Liverpool","Prime",0.324324324324324,0.00342465753424658,0.0847457627118644
"Bobby Clark","eng ENG","MF",18,5,1,89,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,3,7,0,0,0,0,0,0.14,0,0.14,0.14,0.14,"Liverpool","Young",0.108108108108108,0.00342465753424658,0
"Stefan Bajcetic","es ESP","MF",18,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Liverpool","Young",0,0,0
"Ben Doak","sct SCO","FW",17,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liverpool","Young",0,0,0
"Jayden Danns","eng ENG","FW",17,2,0,9,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,"Liverpool","Young",0.027027027027027,0,0
"Owen Beck","wls WAL","DF",20,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Liverpool","Young",0,0,0
"Thiago AlcÃ¡ntara","es ESP","MF",32,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liverpool","Veteran",0,0,0
"James McConnell","eng ENG","MF",18,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Liverpool","Young",0.0540540540540541,0,0
"Kaide Gordon","eng ENG","FW",18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Liverpool","Young",0,0,0
"William Saliba","fr FRA","DF",22,38,38,3420,38,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,"Arsenal","Young",1,0.0547945205479452,0.0169491525423729
"Declan Rice","eng ENG","MF",24,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,"Arsenal","Prime",1,0.113013698630137,0.449152542372881
"Martin Ã˜degaard","no NOR","MF",24,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,"Arsenal","Prime",0.918918918918919,0.253424657534247,0.813559322033898
"Ben White","eng ENG","DF",25,37,35,2988,33.2,4,4,8,4,0,0,8,0,1.2,1.2,3.8,5,44,192,162,0.12,0.12,0.24,0.12,0.24,0.03,0.11,0.15,0.03,0.15,"Arsenal","Prime",0.972972972972973,0.0410958904109589,0.322033898305085
"Bukayo Saka","eng ENG","FW",21,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,"Arsenal","Young",0.918918918918919,0.530821917808219,0.889830508474576
"Gabriel MagalhÃ£es","br BRA","DF",25,36,34,3044,33.8,4,0,4,4,0,0,4,0,4.3,4.3,0.7,5,13,117,8,0.12,0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,"Arsenal","Prime",0.945945945945946,0.147260273972603,0.0593220338983051
"David Raya","es ESP","GK",27,32,32,2880,32,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Arsenal","Prime",0.837837837837838,0,0
"Kai Havertz","de GER","MF,FW",24,37,30,2634,29.3,13,7,20,12,1,1,11,0,12.3,11.6,4.4,15.9,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,"Arsenal","Prime",0.972972972972973,0.421232876712329,0.372881355932203
"Gabriel Martinelli","br BRA","FW",22,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,"Arsenal","Young",0.918918918918919,0.232876712328767,0.516949152542373
"Oleksandr Zinchenko","ua UKR","DF",26,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,"Arsenal","Prime",0.702702702702703,0.0205479452054795,0.211864406779661
"Leandro Trossard","be BEL","FW,MF",28,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,"Arsenal","Prime",0.891891891891892,0.270547945205479,0.23728813559322
"Gabriel Jesus","br BRA","FW",26,27,17,1478,16.4,4,5,9,4,0,0,6,0,6.3,6.3,3.8,10.1,38,42,155,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,"Arsenal","Prime",0.702702702702703,0.215753424657534,0.322033898305085
"Jakub Kiwior","pl POL","DF",23,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,"Arsenal","Young",0.513513513513513,0.0273972602739726,0.076271186440678
"Takehiro Tomiyasu","jp JPN","DF",24,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,17,72,37,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,"Arsenal","Prime",0.567567567567568,0.0513698630136986,0.0338983050847458
"Eddie Nketiah","eng ENG","FW",24,27,10,1082,12,5,2,7,5,0,0,3,0,4.5,4.5,0.8,5.4,22,20,77,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,"Arsenal","Prime",0.702702702702703,0.154109589041096,0.0677966101694915
"Jorginho","it ITA","MF",25.57712305026,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0,0.2,0.2,0,0.2,0.01,0.13,0.14,0.01,0.14,"Arsenal","Prime",0.621621621621622,0.00342465753424658,0.11864406779661
"Thomas Partey","gh GHA","MF,DF",30,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15,72,10,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,"Arsenal","Prime",0.351351351351351,0.0136986301369863,0.0254237288135593
"Aaron Ramsdale","eng ENG","GK",25,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Arsenal","Prime",0.135135135135135,0,0
"Emile Smith Rowe","eng ENG","MF",23,13,3,353,3.9,0,1,1,0,0,0,0,0,2,2,0.2,2.2,11,23,18,0,0.25,0.25,0,0.25,0.5,0.06,0.56,0.5,0.56,"Arsenal","Young",0.324324324324324,0.0684931506849315,0.0169491525423729
"Fabio Vieira","pt POR","MF,FW",23,11,2,297,3.3,1,2,3,0,1,1,0,1,1.3,0.5,1.6,2.1,12,15,30,0.3,0.61,0.91,0,0.61,0.38,0.49,0.87,0.14,0.64,"Arsenal","Young",0.27027027027027,0.0445205479452055,0.135593220338983
"Reiss Nelson","eng ENG","FW",23,15,1,268,3,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9,5,26,0,0,0,0,0,0.07,0.2,0.27,0.07,0.27,"Arsenal","Young",0.378378378378378,0.00684931506849315,0.0508474576271186
"JurriÃ«n Timber","nl ned","DF",22,2,1,71,0.8,0,0,0,0,0,0,2,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,"Arsenal","Young",0.027027027027027,0,0
"CÃ©dric Soares","pt POR","DF",31,3,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,"Arsenal","Veteran",0.0540540540540541,0,0
"Mohamed Elneny","eg EGY","MF",31,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,0,0,0,0,0,0,0.26,0,0.26,0.26,0.26,"Arsenal","Veteran",0.0540540540540541,0.00342465753424658,0
"Ethan Nwaneri","eng ENG","FW",16,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0.15,0.15,0,0.15,"Arsenal","Young",0,0,0
"Conor Gallagher","eng ENG","MF",23,37,37,3128,34.8,5,7,12,5,0,0,9,1,4.2,4.2,5,9.2,62,172,122,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27,"Chelsea","Young",0.972972972972973,0.143835616438356,0.423728813559322
"MoisÃ©s Caicedo","ec ECU","MF",21,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.4,0.4,2.6,3,27,173,27,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09,"Chelsea","Young",0.918918918918919,0.0136986301369863,0.220338983050847
"Nicolas Jackson","sn SEN","FW",22,35,31,2799,31.1,14,5,19,14,0,0,10,0,18.6,18.6,4.3,22.9,70,67,200,0.45,0.16,0.61,0.45,0.61,0.6,0.14,0.74,0.6,0.74,"Chelsea","Young",0.918918918918919,0.636986301369863,0.364406779661017
"Cole Palmer","eng ENG","FW,MF",21,33,29,2607,29,22,11,33,13,9,9,7,0,18.2,11.1,11.1,22.2,117,197,195,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77,"Chelsea","Young",0.864864864864865,0.623287671232877,0.940677966101695
"Axel Disasi","fr FRA","DF",25,31,29,2579,28.7,2,0,2,2,0,0,6,0,2.4,2.4,0.3,2.7,30,112,21,0.07,0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,"Chelsea","Prime",0.810810810810811,0.0821917808219178,0.0254237288135593
"Thiago Silva","br BRA","DF",38,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.8,0.8,1,1.8,2,102,5,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06,"Chelsea","Veteran",0.810810810810811,0.0273972602739726,0.0847457627118644
"Enzo FernÃ¡ndez","ar ARG","MF",22,28,26,2209,24.5,3,2,5,2,1,2,7,0,6.2,4.6,3.4,8,52,210,54,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,"Chelsea","Young",0.72972972972973,0.212328767123288,0.288135593220339
"ÄorÄ‘e PetroviÄ‡","rs SRB","GK",23,23,22,1987,22.1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Chelsea","Young",0.594594594594595,0,0
"Raheem Sterling","eng ENG","FW,MF",28,31,22,1978,22,8,4,12,8,0,0,7,0,6.5,6.5,4.5,11,120,78,242,0.36,0.18,0.55,0.36,0.55,0.29,0.2,0.5,0.29,0.5,"Chelsea","Prime",0.810810810810811,0.222602739726027,0.38135593220339
"Levi Colwill","eng ENG","DF",20,23,20,1797,20,1,1,2,1,0,0,2,0,1.3,1.3,1.2,2.5,23,73,27,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,"Chelsea","Young",0.594594594594595,0.0445205479452055,0.101694915254237
"Marc Cucurella","es ESP","DF",25,21,20,1782,19.8,0,2,2,0,0,0,10,0,1.1,1.1,1.1,2.2,31,50,73,0,0.1,0.1,0,0.1,0.06,0.05,0.11,0.06,0.11,"Chelsea","Prime",0.540540540540541,0.0376712328767123,0.0932203389830508
"Malo Gusto","fr FRA","DF",20,27,19,1751,19.5,0,6,6,0,0,0,7,1,0.9,0.9,4.3,5.2,78,86,135,0,0.31,0.31,0,0.31,0.05,0.22,0.27,0.05,0.27,"Chelsea","Young",0.702702702702703,0.0308219178082192,0.364406779661017
